fit_days,strategy,seed,epoch,loss_before_update,gradient_norm,anchor_loss,paired_loss,balanced_loss,anchor_weight,paired_weight,anchor_norm,paired_norm,gradient_dot,raw_anchor_slope,raw_paired_slope,update_norm,linear_anchor_change,linear_paired_change,elapsed_seconds
342,IN,0,1,0.01800820474584853,0.1541288550155236,0.01335883304087881,0.02265757645081825,0.016753995890184576,0.6348793918029103,0.36512060819708964,0.12212920330430059,0.2123608270102197,0.025304684301319377,-0.018708832146004613,-0.032531310771115284,0.004123092033661486,-0.0002920273249563965,-0.0005226484270257241,1.965996750164777
342,IN,0,2,0.017605781277537123,0.1498868985151187,0.013070517227369184,0.022141045327705063,0.016373510920734927,0.6358543122485406,0.3641456877514593,0.11858631601681505,0.20706992544265784,0.023958058274383943,-0.017666061166618324,-0.03084765672388697,0.06212548369442842,-0.0003000673350588953,-0.0005372503971640177,2.0803475412540138
342,IN,0,3,0.01717084474731182,0.14729867578758118,0.012759165109643715,0.02158252438497993,0.015958801795648042,0.6373675165933437,0.3626324834066564,0.11624691013495682,0.2043170642859376,0.02318531125455317,-0.017020713578833134,-0.029915825086805625,0.06933132671959225,-0.0003262836574885463,-0.0005855264185342197,2.19318416621536
342,IN,0,4,0.01669668091367255,0.14465720638962049,0.012420352196520457,0.020973009630824643,0.015506730622218997,0.6391322288533077,0.36086777114669233,0.11382969634428171,0.20160356050372336,0.022415527409321633,-0.016370405383869385,-0.028993594099517104,0.07269977995426063,-0.00035395271869515844,-0.0006389052690431159,2.3099485002458096
342,IN,0,5,0.01618113472513714,0.14181840267092147,0.012053418705326379,0.020308850744947905,0.015016126445317576,0.6411202071833633,0.3588797928166367,0.11123097616217799,0.19870839180610853,0.021604040311320426,-0.01568540432104909,-0.02802116438248132,0.07474299481890424,-0.00038236715263002217,-0.000694758137936243,2.4374352083541453
342,IN,0,6,0.015623164395548044,0.138701242056573,0.011658050861016843,0.019588277930079247,0.01448640357479664,0.6433453053552736,0.3566546946447265,0.10838959703397254,0.19551667046081647,0.020729701558994316,-0.014951562083298535,-0.02697011260036768,0.07638681049070842,-0.0004108383028873427,-0.0007520142185693212,2.5657176254317164
342,IN,0,7,0.01502253704633491,0.13522418000709893,0.011234577988066801,0.01881049610460302,0.013917705233934551,0.6458347087977108,0.3541652912022893,0.10524322595939449,0.19191527198975242,0.019773799811959984,-0.014156547030921285,-0.02581503511611487,0.077843155372388,-0.00043864360551609084,-0.0008095045838412521,2.7126188334077597
342,IN,0,8,0.01438006143131015,0.13129232857382336,0.010784107001200293,0.017976015861420006,0.013311180446777093,0.6486227099519166,0.35137729004808327,0.10172050733168922,0.1877703340307948,0.01871654005120526,-0.013287906264964613,-0.024528727425693838,0.07912888399563818,-0.00046484997964990827,-0.0008657842220300093,2.858233916107565
342,IN,0,9,0.013697883166408749,0.12679539329262277,0.010308782516748922,0.017086983816068574,0.012669288675377127,0.6517503605469589,0.3482496394530411,0.09774085373891349,0.18292233342884556,0.017537462670521912,-0.012333765144938901,-0.023082682562832576,0.08026455661307838,-0.0004882383800042031,-0.0009190065874436566,3.0035071251913905
342,IN,0,10,0.012979878895084295,0.12160445624076796,0.00981211044719315,0.01614764734297544,0.011996162759461394,0.6552695772757291,0.34473042272427096,0.09321249909697378,0.17717993786971897,0.016216375911746756,-0.011283633706216151,-0.021448127004213655,0.08137033354806579,-0.000507385657889462,-0.0009664800800371376,3.1504694162867963
342,IN,0,11,0.0122322377128125,0.11557163149459992,0.009299181790950444,0.015165293634674556,0.011298108875362315,0.6592415661916792,0.34075843380832094,0.08803438817411899,0.17031398838767425,0.014735580390989976,-0.010130430703485115,-0.019598637452707773,0.08246768085729998,-0.0005205920330973251,-0.0010043421824248746,3.299857333302498
342,IN,0,12,0.011464208993816737,0.10853050360890942,0.00877698452061982,0.014151433467013657,0.010584061238959889,0.663765208979688,0.336234791020312,0.08209552396747564,0.16206577688528542,0.013083734640293847,-0.00887276860420983,-0.017515840906677526,0.08341438402825863,-0.0005255783029941399,-0.0010284780154091546,3.448322375304997
342,IN,0,13,0.010688360468923935,0.10032799299510908,0.008254908475887392,0.01312181246196048,0.009865930346800753,0.6689842504550354,0.33101574954496465,0.07530287554780807,0.1521874346604651,0.01126724574997479,-0.007523126420076466,-0.0152042707820755,0.08412381478019483,-0.0005198761750953442,-0.0010349668521515683,3.5967962914146483
342,IN,0,14,0.009920323028520606,0.09087951041314275,0.007744741278674145,0.012095904778367068,0.009158671804355853,0.6750454158338354,0.32495458416616463,0.06763324216863723,0.14049812591833566,0.009323146763044481,-0.006117429449343542,-0.01270806108817542,0.08456761470613185,-0.000501386010409488,-0.0010202207789050243,3.747635000385344
342,IN,0,15,0.009178160514511504,0.08025714975200351,0.007260051508041548,0.01109626952098146,0.008480323595432772,0.6819075236925703,0.3180924763074296,0.05922016237484184,0.1269526231694689,0.007329524715198569,-0.004722935194669782,-0.01012474447853684,0.08465625348650334,-0.00046895362303381256,-0.000981592797803846,3.8941936660557985
342,IN,0,16,0.008481094210391222,0.06885271907890601,0.006815008000417593,0.01014718042036485,0.007852319897199518,0.6886980125721279,0.31130198742787224,0.050513281287409825,0.11175128279319571,0.005411163662441998,-0.0034417820568795753,-0.007614305587524001,0.08421381714380562,-0.00042320668565691365,-0.0009192579378547675,4.040950333233923
342,IN,0,17,0.007846604082536377,0.057703763449297674,0.006422111934681803,0.009271096230390952,0.007300351093084939,0.6917360479221135,0.30826395207788637,0.04258483185718495,0.0955592215429525,0.003738183046475407,-0.002406788200654403,-0.005400768227631121,0.08320993429254461,-0.0003681247715001018,-0.0008382542846469848,4.187566833104938
342,IN,0,18,0.00728580645743097,0.048829385189029864,0.006088240229152178,0.008483372685709763,0.006852949401461826,0.6807236400575816,0.31927635994241843,0.037423685765529256,0.07979039726986561,0.0024991802250976386,-0.0017513045806202376,-0.0037339263990115953,0.08178492085000127,-0.00031175821406096175,-0.0007489242060728015,4.335066416300833
342,IN,0,19,0.0067991588572267,0.04457759118732459,0.005810873541781468,0.007787444172671932,0.006517404568447111,0.6425470379738751,0.35745296202612487,0.03717589085560982,0.0668262990965685,0.001841601650453924,-0.0015463160816446206,-0.0027796127703076713,0.080216574058541,-0.00026401102634496145,-0.0006650983740800891,4.4814259163104
342,IN,0,20,0.006375084988298294,0.04562592622151263,0.005577563115696739,0.0071726068608998494,0.006235044136116641,0.5877974993493491,0.41220250065065084,0.041798156190312685,0.059603839489809074,0.00180457803829178,-0.0017707842801944881,-0.0025251243506346586,0.07875121517112114,-0.0002329630461333917,-0.0005992815709612152,4.627805750351399
342,IN,0,21,0.005992882465831749,0.05071712922953562,0.005368931070028718,0.00661683386163478,0.005931893217467668,0.5488733968497562,0.45112660315024383,0.0488946467399068,0.059488779106568634,0.0022853980670970836,-0.0023431880758373828,-0.0028508928306637225,0.077464095641521,-0.0002229511823671773,-0.0005582325239229456,4.771783833391964
342,IN,0,22,0.00562833565961319,0.05756602043490382,0.00516304526212088,0.006093626057105501,0.005596070793499318,0.5346717515424404,0.4653282484575597,0.05598196063855714,0.0643244270009695,0.0030587092678821355,-0.0030989543576520158,-0.0035607624506961383,0.07637664530280606,-0.00023335246297519232,-0.0005420730450098677,4.909364333376288
342,IN,0,23,0.00525983376047107,0.06375364154890435,0.00494067287187496,0.005578994649067179,0.005238154752433263,0.5339625073315927,0.46603749266840727,0.06142925883673694,0.07038257991685617,0.0038431836387558898,-0.0038060039374844135,-0.004360729420581356,0.075526084244231,-0.000257888062472662,-0.0005444985406044682,5.035987125243992
342,IN,0,24,0.004873917090148249,0.06768360898169541,0.004690590944790856,0.005057243235505642,0.0048600323061612286,0.5378690774301524,0.4621309225698475,0.06437935392598497,0.074930419088078,0.00439102959883793,-0.004258537176625417,-0.004956464392506266,0.07491493458960344,-0.0002861963574914404,-0.0005547814330936207,5.162989750038832
342,IN,0,25,0.004468322250296796,0.0686958805549613,0.004412568812707516,0.004524075687886075,0.0044635474012609845,0.5428211177845775,0.4571788822154225,0.06456490493755494,0.07665969543042965,0.004558459259555205,-0.004346850049314338,-0.005161135158248473,0.07448131231371276,-0.0003073379538695496,-0.0005612961016723619,5.289878083392978
342,IN,0,26,0.004051479882936542,0.0667959074031351,0.0041166895139083635,0.00398627025196472,0.004057706880019678,0.547745992350629,0.45225400764937096,0.06214807411383629,0.07527044084163363,0.004327592227932887,-0.004072775801298909,-0.004932729362640956,0.07409045633858227,-0.00031314482703130873,-0.0005546848571976934,5.417911665979773
342,IN,0,27,0.003639262404422595,0.06239624461788307,0.0038198098563860224,0.0034587149524591674,0.0036582115396906227,0.5524768836722946,0.44752311632770525,0.057570196592983555,0.07107164221390155,0.003781701083592546,-0.00352348800237227,-0.004349821495660777,0.07353398966531921,-0.00029999947879812106,-0.0005297551741423121,5.545072541106492
342,IN,0,28,0.0032504631227833094,0.05612612124028878,0.0035408748839037218,0.002960051361662897,0.0032836938487158934,0.5572131200960655,0.44278687990393445,0.051420400344852,0.0647086059075645,0.003056526876723022,-0.002826693568285417,-0.003557175729961827,0.07259912497941283,-0.00026900592130940903,-0.0004860536364912803,5.671647374983877
342,IN,0,29,0.0029023405190926783,0.04869818070819892,0.0032965343935874806,0.002508146644597876,0.002951534577906747,0.5623983044854712,0.4376016955145288,0.044336641857593034,0.05698070291517422,0.0022917300374863813,-0.0021083925621522407,-0.002709670493278128,0.07114441534107609,-0.00022492154017837157,-0.00042712773401980096,5.798557000234723
342,IN,0,30,0.0026073052468834953,0.0408254839277487,0.0030980454349807613,0.0021165650587862293,0.0026747727466798327,0.5687405489021876,0.4312594510978123,0.03694603035141581,0.04872404657644315,0.0015974995141891763,-0.0014652728218095728,-0.001932386796036669,0.06913396571478352,-0.00017447557058429566,-0.0003590005710424313,5.925590541213751
342,IN,0,31,0.0023712015651863993,0.03318537082041679,0.0029498068220279823,0.0017925963083448159,0.002460505361080983,0.5771716077918683,0.4228283922081318,0.029847288034322232,0.04074231423540968,0.0010402389552068932,-0.0009540220114965311,-0.0013022645318795018,0.06663560933702893,-0.00012478484319375716,-0.00028856295358135794,6.051519541069865
342,IN,0,32,0.0021930368434345936,0.026418687107348224,0.002849314006053841,0.0015367596808153465,0.0023088773461003975,0.5882557776378172,0.4117442223621827,0.02362674250031742,0.03375534379774997,0.0006432547686206295,-0.0005932343166085195,-0.0008475492679312351,0.06379204588318345,-8.21542533760033e-05,-0.0002223164842797453,6.179060041438788
342,IN,0,33,0.0020658005266454447,0.021125246472323965,0.002788178984723241,0.0013434220685676489,0.0022103815277665366,0.6000728908125339,0.3999271091874661,0.018864917374884008,0.028305971873439154,0.00039580842500938325,-0.00037185152449742577,-0.0005579467211201777,0.0607917634280135,-5.118563505878793e-05,-0.00016555082073320157,6.305779500398785
342,IN,0,34,0.0019780719441430264,0.017732531758394062,0.0027539599164619786,0.0012021839718240747,0.0021419707054618534,0.6056201198924187,0.39437988010758135,0.015999213966357142,0.024568813900563403,0.0002651767526867759,-0.0002596038937893205,-0.00039865456939217894,0.05785756965176123,-3.4043532517987963e-05,-0.00012171965427906207,6.432257291395217
342,IN,0,35,0.0019162798293828225,0.016119819307121024,0.0027326646934136643,0.0010998949653519808,0.002075453971198204,0.5974871955792214,0.40251280442077864,0.014940057812782312,0.02217691747023075,0.00020890972851125866,-0.00021745116582986098,-0.00032278299179594715,0.055212091631935724,-3.01094048627086e-05,-9.172938923335005e-05,6.558510375209153
342,IN,0,36,0.0018673973244947078,0.015477114058200124,0.002711503495932125,0.0010232911530572905,0.0019972407474794862,0.5769117839546594,0.4230882160453406,0.014941998461419614,0.02037450976252568,0.00018625684510570106,-0.00020760631541317409,-0.00028308642321636456,0.05300491014243263,-3.650427965534269e-05,-7.3579213049364e-05,6.685053208377212
342,IN,0,37,0.0018213664004355578,0.014884755142029658,0.0026809900710102657,0.0009617427298608498,0.0019064487671649308,0.5494881479197116,0.4505118520802885,0.015150754645432377,0.018479336495282536,0.00016751978311458683,-0.00020160210595711607,-0.0002458935704078807,0.05126934843667024,-4.912673144749854e-05,-6.317986690839953e-05,6.811659500002861
342,IN,0,38,0.0017724304422121304,0.013855611654226363,0.002635936378155571,0.0009089245062686901,0.0018059882171383062,0.5194311200012259,0.480568879998774,0.015064068401477606,0.016282256815244783,0.0001392596739006113,-0.00018479637330189256,-0.00019974033099399107,0.04992903331534774,-6.372126695439092e-05,-5.6072058469849955e-05,6.937710875179619
342,IN,0,39,0.001719010374544208,0.012472100410730496,0.0025753724109623707,0.0008626483381260451,0.0017102133206676725,0.49486370629335097,0.505136293706649,0.014552484728881735,0.014256541488768924,0.00010367130832238469,-0.00015716780870886208,-0.00015397160191550128,0.048838820462643866,-7.700533945518034e-05,-4.9123839429999026e-05,7.064012083224952
342,IN,0,40,0.0016622527834289373,0.011334606523445433,0.0025013762213314476,0.000823129345526427,0.0016541948021475484,0.49519857215433594,0.5048014278456641,0.013730328113470098,0.013469135588657054,7.203465552062808e-05,-0.00012971897766426833,-0.00012725132889343833,0.047869571970260975,-8.771417842851072e-05,-4.132109612078842e-05,7.190206333063543
342,IN,0,41,0.0016039330712388686,0.010979612711543919,0.002416972656255958,0.0007908934862217794,0.0016572469852883871,0.5327867886336666,0.4672132113663335,0.012815991814760475,0.014614721835825245,5.484283295936001e-05,-0.00011313333763835674,-0.00012901165074394078,0.04699887090191973,-9.624128839536628e-05,-3.33316327866709e-05,7.31700862525031
342,IN,0,42,0.0015450734496835015,0.01121290800038137,0.0023245641628480713,0.0007655827365189317,0.001680826421301589,0.5870779916459548,0.4129220083540453,0.012003921029057455,0.01706675281781854,5.4456034635984566e-05,-0.00010708058180865967,-0.00015224340587486249,0.04627596415567912,-0.00010257824601976301,-2.6522278172178015e-05,7.44412050023675
342,IN,0,43,0.0014861029481347348,0.011591859737685135,0.0022264757315063714,0.000745730164763098,0.0016841963028276382,0.6337794683583531,0.366220531641647,0.011391886820796072,0.019714743847151373,6.487641962490035e-05,-0.00010600786147760564,-0.00018345668875502892,0.04572357232283668,-0.00010588886177054647,-2.1833637917836277e-05,7.571481541264802
342,IN,0,44,0.0014275651788721636,0.01185223823528635,0.002125824620557224,0.0007293057371871031,0.0016583833241148058,0.6652810771062578,0.3347189228937422,0.010969886753927918,0.021803541945860143,7.623477111109612e-05,-0.0001055760910839398,-0.0002098410660077593,0.045300053963839494,-0.00010541071085338006,-1.926098072358796e-05,7.6984493331983685
342,IN,0,45,0.0013704686765548875,0.01185570836783011,0.002026400673353342,0.000714536679756433,0.001610510974941868,0.6829780370210672,0.3170219629789329,0.010661200918289525,0.022968017758266318,7.97187105976698e-05,-0.00010290068880992524,-0.00022168467380346356,0.04491014799065239,-0.00010097818690937892,-1.807909779803398e-05,7.825319916009903
342,IN,0,46,0.00131622036992717,0.011532484361893882,0.0019320091051036649,0.0007004316347506748,0.0015501046764510398,0.6899062886046745,0.3100937113953255,0.010386182914567277,0.023107507969497017,7.083818244169902e-05,-9.638859491070436e-05,-0.00021444839200201177,0.04444235573670683,-9.316032066888994e-05,-1.7368646654685467e-05,7.952108750119805
342,IN,0,47,0.0012662605908497382,0.010878305508895703,0.0018457096523230216,0.0006868115293764548,0.0014842635012421719,0.6881122301226515,0.3118877698773485,0.010107083947908532,0.022299072766358258,5.0320205718297424e-05,-8.598708580123454e-05,-0.00018971172032716677,0.0438051653200381,-8.319276353262304e-05,-1.651522725319781e-05,8.078379416372627
342,IN,0,48,0.0012215534586246936,0.009951832860625684,0.001769173613191776,0.0006739333040576113,0.0014168306294074539,0.6782961868314867,0.3217038131685132,0.009835931099130536,0.020738562259387194,2.2951452486016278e-05,-7.3005701055514e-05,-0.0001539288209088636,0.04295508197231212,-7.27846102155793e-05,-1.543973288533352e-05,8.203946041408926
342,IN,0,49,0.0011821473510258318,0.008861329256703762,0.001702318339271521,0.0006619763627801427,0.0013490007175845455,0.660383191613048,0.33961680838695196,0.009613709238557786,0.018693809709692078,-4.6586083522850355e-06,-5.945272168717215e-05,-0.00011560552107045079,0.041918938576936744,-6.366111469621917e-05,-1.4502429096809072e-05,8.33060154132545
342,IN,0,50,0.001147094109740763,0.007759956242560499,0.0016435063461358954,0.0006506818733456304,0.0012805698967821772,0.6344404682796446,0.3655595317203554,0.00948663780936659,0.0164643687605391,-2.637211452215162e-05,-4.745671493003786e-05,-8.236267373889491e-05,0.04078481853996581,-5.682090970452467e-05,-1.42064523763316e-05,8.458363583311439
342,IN,0,51,0.0011148585477233994,0.006853175450562388,0.0015904178218098498,0.0006392992736369491,0.0012117317154755878,0.6018518332318107,0.3981481667681894,0.00949175670499515,0.014348003206599418,-3.818926265544125e-05,-3.9017920327660987e-05,-5.8980572656429717e-05,0.03965434205112368,-5.2255331555472354e-05,-1.4914037143877671e-05,8.58617683313787
342,IN,0,52,0.0010838769444180408,0.006362794380426551,0.0015409715622050522,0.0006267823266310294,0.0011450594004838094,0.5669253735276721,0.433074626472328,0.009632258053588885,0.012609308329668978,-3.900867695846181e-05,-3.570589200803481e-05,-4.6741542742142805e-05,0.03861804528038538,-4.942250155613861e-05,-1.6667563179026544e-05,8.713441958185285
342,IN,0,53,0.0010529151374134528,0.006386254022282961,0.0014937166461631206,0.0006121136286637847,0.0010854254545018575,0.5368763677563403,0.46312363224365966,0.009854622462645698,0.01142397741122332,-3.056438792643554e-05,-3.798289782018783e-05,-4.4031698662775006e-05,0.03774604569186672,-4.767910743424873e-05,-1.9161802319873714e-05,8.839838333427906
342,IN,0,54,0.0010212453262219614,0.0067738992106704385,0.0014478631941316831,0.0005946274583122395,0.001036295296327135,0.517638701092049,0.48236129890795093,0.010060421540970596,0.01079618856383474,-1.672843556134913e-05,-4.432214053887169e-05,-4.7563631887762585e-05,0.03706461718356322,-4.639138715861131e-05,-2.189596947106017e-05,8.966429583262652
342,IN,0,55,0.0009887003747287748,0.00722933538566966,0.0014032215395840411,0.0005741792098735083,0.0009965137051462763,0.5094245253076881,0.49057547469231194,0.010145432252384174,0.010535243353642344,-2.320867366124005e-06,-5.129640164745591e-05,-5.32673286931791e-05,0.03654180527089099,-4.497772760999659e-05,-2.4372265782672275e-05,9.09315983299166
342,IN,0,56,0.0009556077280569067,0.007492224695305326,0.0013600879600954925,0.0005511274960183208,0.0009619723680674103,0.5078676774615484,0.4921323225384516,0.010037052714314137,0.010357975725480965,8.331117715571332e-06,-5.5263834829489564e-05,-5.703083125632044e-05,0.036102821206419035,-4.303846381144018e-05,-2.6190112725186083e-05,9.219608166255057
342,IN,0,57,0.000922626384714622,0.007416002281519655,0.0013190264688592538,0.0005262263005699902,0.0009288490844407677,0.5078490141337549,0.49215098586624506,0.009714412517956341,0.010024270928664829,1.2641389023216498e-05,-5.4147087331964226e-05,-5.587420468405973e-05,0.0356621419604116,-4.0470502320088476e-05,-2.7064993954728504e-05,9.34772358322516
342,IN,0,58,0.0008905476259327638,0.006963462552600396,0.0012806006812425212,0.0005004945706230065,0.0008945316507418199,0.5051070293577012,0.4948929706422987,0.009212663436338888,0.009402802902538783,1.0364881591788214e-05,-4.79995405955131e-05,-4.8990199495595326e-05,0.0351503684279412,-3.741654454582923e-05,-2.685461150702972e-05,9.4750444162637
342,IN,0,59,0.0008601321600471622,0.006179336727068727,0.001245205167466909,0.0004750591526274155,0.000856920351469078,0.495829610857944,0.5041703891420559,0.008616941438430089,0.008474386461832939,3.3504261160533237e-06,-3.85053671163664e-05,-3.7868350867926114e-05,0.03452576910258025,-3.408787051558544e-05,-2.559509004958552e-05,9.601909666322172
342,IN,0,60,0.000832006895529491,0.005165164410979244,0.0012130449690280435,0.0004509688220309386,0.0008138523981537367,0.4761775808791673,0.5238224191208326,0.008046723298559055,0.007314824823158274,-5.3811250183093194e-06,-2.8013628175426946e-05,-2.5465618135649526e-05,0.033773767653260824,-3.065008128289935e-05,-2.3510762959724814e-05,9.728317458182573
342,IN,0,61,0.0008065934391272221,0.00406908849751767,0.0011841768490015755,0.00042901002925286864,0.000763995294283124,0.44359107983813,0.5564089201618699,0.0076248694395679995,0.006078845873532623,-1.2808527217858119e-05,-1.866300062511691e-05,-1.4878878285967912e-05,0.03290115812046945,-2.7216328541509534e-05,-2.0967407165119005e-05,9.854960416443646
342,IN,0,62,0.0007840663689229128,0.0031122279676255387,0.0011585532992396028,0.0004095794386062226,0.0007102451418579086,0.40143684453476636,0.5985631554652336,0.007432035167608003,0.004984424314986525,-1.6889287156038792e-05,-1.2064117998057526e-05,-8.091011645163967e-06,0.03192761322644605,-2.3898646293898912e-05,-1.8354326242437146e-05,9.981843541376293
