prefix,seed,epoch,total_norm,physics_norm,data_norm,weighted_prior_norm,G_total_norm,G_physics_norm,G_data_norm,G_data_physics_cosine,H_total_norm,H_physics_norm,H_data_norm,H_data_physics_cosine,objective_lambda1,original_next_weight
342,0,0,0.12100787686289068,1.4571587836733078e-13,0.12100787686289086,0.0,0.033244777155865726,1.9536382458422002e-16,0.03324477715586578,-0.2955647084195531,0.11635158380839233,1.4571574740342508e-13,0.1163515838083925,-0.0011417584640513298,0.011717580846588286,0.05
342,0,50,20181.822916912763,20181.822921205872,0.062279800572126655,2.879909887248284e-05,0.5264463126373222,0.5183630334401897,0.015404019513529498,0.5144906373067711,20181.822910046543,20181.822914548888,0.06034475737071671,-7.610539378705332e-05,6.445775407819218,1.0
342,0,100,5662.9154064651375,5662.915427192835,0.06690205753970402,3.0360539416677287e-05,0.09373508427075246,0.10657379924926833,0.01618318970648828,-0.8217522377234432,5662.915405689365,5662.915426189997,0.06491524993381508,-0.0003215377021409447,1.183880563235121,1.0
342,0,200,899.1096544610632,899.1096719275521,0.14980179479863046,0.00022459312415478818,0.0550493643159476,0.05601391857101013,0.033421064385149975,-0.3243290721375302,899.1096527758225,899.1096701827377,0.14602605993539186,-0.00020041009046064862,0.26818861480910905,1.0
342,1,0,0.12413337365262916,8.423985655490029e-14,0.12413337365263004,0.0,0.033428021979187046,2.32842721426502e-16,0.0334280219791871,-0.23800451235649614,0.11954773858564717,8.423953476045114e-14,0.11954773858564807,-0.010700287528001036,0.011717580846588286,0.05
342,1,50,6157.660435418955,6157.660469450247,0.06070225039496101,4.767098219228355e-05,0.2788525208483947,0.2795565341719409,0.016791323807397417,-0.07076702240352337,6157.6604291049725,6157.660463104343,0.058333649361304946,-0.0005875798673487181,1.705119517114405,1.0
342,1,100,2447.942869498262,2447.9429283166696,0.08862336517965268,8.330789312584976e-05,0.16242832213399683,0.1665763375829317,0.023288069674690628,-0.2437872682238492,2447.9428641094596,2447.94292264912,0.08550886893529132,-0.0007020688256153932,0.6906290842218459,1.0
342,1,200,424.2816632693912,424.2817194689934,0.10258141560953658,0.00027717858838698935,0.026382944190887374,0.02587961717783581,0.035947204734121586,-0.6767176055315596,424.2816624491109,424.28171867971287,0.09607676774465106,-0.0006984902270904578,0.11439130583334658,1.0
342,2,0,0.09200873341693452,1.1631237148215574e-13,0.0920087334169302,0.0,0.033422422146209295,2.5870222738898453e-16,0.033422422146209343,-0.20438835085891352,0.08572367655944944,1.16312083778774e-13,0.08572367655944478,0.040184321268118356,0.011717580846588286,0.05
342,2,50,11702.775546968056,11702.775540802513,0.07005292618276628,3.9622693201614994e-05,0.46706533300257175,0.46757067791567725,0.021120992491292716,-0.046022657010697625,11702.775537647618,11702.775531461895,0.06679308454436624,8.975647428573333e-05,2.5911703378804347,1.0
342,2,100,4119.208091736062,4119.208104501735,0.07505789447188818,5.052078750915133e-05,0.1106696761690718,0.09614945283416597,0.021088020865252025,0.6308385802031115,4119.208090249394,4119.208103379588,0.07203459515080095,-0.0001910199380580087,1.2147329753600915,1.0
342,2,200,529.5919591567923,529.5919857805856,0.12446434963721464,0.0001749945475657303,0.05686884571975112,0.06829707711407312,0.03192208012145112,-0.5590378245079114,529.5919561034362,529.5919813767325,0.12030110195394915,-0.0003236627022742187,0.15883220079502205,1.0
432,0,0,0.024312428648130564,2.1177621902905716e-10,0.024312428648131015,0.0,0.0037971706317062913,7.420057086791087e-17,0.0037971706317062757,0.20667262201699335,0.024014072581803922,2.1177621902904416e-10,0.024014072581804383,-2.1741933239109436e-06,0.005519817928770334,0.05
432,0,50,38.042943520089516,38.04286349799975,0.021546679756317442,5.31191410998214e-05,0.0037322819878512076,0.0010466188807658477,0.004320383625784186,-0.6128138087252384,38.04294333700788,38.04286348360269,0.02110909031311761,0.003505457554024296,0.018998060997975717,1.0
432,0,100,6.928014418861078,6.92705836641744,0.019221974471450992,0.0005193249941232088,0.0019219071954076237,0.0014747250324146858,0.003387623571385712,-0.8228686895810666,6.928014152282004,6.927058209437823,0.01892110750246152,0.04916030997345463,0.006503443131181511,1.0
432,0,200,1.8597345964769134,1.8593448294177006,0.01220735197863572,0.000565277684106709,0.0011510854531043134,0.0010345078928967264,0.0020656865676108387,-0.773063613804029,1.8597342402438655,1.859344541626365,0.012031308380001469,0.02915840879420517,0.0031541250675847176,1.0
432,1,0,0.035897650401658286,2.1771551249276177e-10,0.03589765040165725,0.0,0.0040755861807709095,1.283167680550171e-16,0.004075586180770912,-0.02349087816938996,0.03566554221714268,2.1771551249272395e-10,0.03566554221714164,4.763022470474284e-06,0.005519817928770334,0.05
432,1,50,16.554970260637145,16.554896926025535,0.02518465816288516,4.845624719747665e-05,0.0037605991853695807,0.0004911342146782106,0.004081422468648858,-0.6323094363221894,16.554969833511446,16.554896918740294,0.02485174032967885,0.0021834112293920493,0.008608638226343467,1.0
432,1,100,6.821356611692178,6.821451013876239,0.02017609821708061,0.0004422010576536261,0.0021017352883580913,0.001196713668082218,0.0034153746622942907,-0.8453690716381688,6.821356287908246,6.821450908904174,0.019884922810547736,-0.006215924962874139,0.0076457380224828645,1.0
432,1,200,2.5373719137498663,2.537021694466227,0.014209105984850888,0.000582160773472325,0.0008537990276983043,0.0011647020870480358,0.00169813701587453,-0.8001323374453565,2.537371770102655,2.5370214271190803,0.014107268465725109,0.022055651232387202,0.0033495768544895893,1.0
432,2,0,0.03092652044149602,2.3071841773051659e-10,0.03092652044149956,0.0,0.0037602637545204832,1.4582201913537083e-16,0.0037602637545204845,-0.012827698490629747,0.03069706961771287,2.307184177304705e-10,0.030697069617716437,-1.547448546002629e-05,0.005519817928770334,0.05
432,2,50,20.174401385150052,20.17445545886518,0.0230857000586343,6.332178348037194e-05,0.0031783318860979207,0.0011640614635656393,0.003858630628771385,-0.6584336525996598,20.17440113478838,20.174455425282137,0.022760942793916404,-0.0029493478399159976,0.0105170984169414,1.0
432,2,100,20.1342295632994,20.134093361758815,0.017115307759997516,0.0004176855875148916,0.0021024537693765067,0.001338307657674085,0.003447755639840447,-0.8270523249617333,20.134229453528327,20.134093317280342,0.016764448716476768,0.007704239862707957,0.00972653101943545,1.0
432,2,200,1.9437991193304438,1.9437370203201396,0.01055655408728151,0.0005418863821423181,0.0007801563224484299,0.0009522892907761716,0.0017178588342101292,-0.8160594730567017,1.94379896277005,1.9437367870439974,0.010415843471530578,0.003290102049599529,0.002936250601386262,1.0
612,0,0,0.056058057928559994,6.559120019546091e-14,0.0560580579285586,0.0,0.005950405517751029,1.0477177683129099e-16,0.005950405517750954,0.7283984235642929,0.055741353884670816,6.559111651706967e-14,0.05574135388466942,0.021273207142738778,0.00546176492742779,0.05
612,0,50,6.5249267058777445,6.523613781648343,0.02977499678611562,0.00016059345266867162,0.001379553204103062,0.0006065230412685065,0.0014803951857552647,-0.2347483890430009,6.524926560039549,6.523613753453065,0.029738171828597466,0.04187067465738355,0.006725606162959568,1.0
612,0,100,0.938816202009747,0.9393854213724075,0.030817498606905497,0.000322980397508386,0.000515209984776715,0.0005014284277043702,0.0011643163765694092,-0.910487973357309,0.9388160606395045,0.9393852875452903,0.030795496225290382,-0.03486979780802493,0.004290114685285807,1.0
612,0,200,0.31454304599177446,0.31443662968547087,0.02614785280979033,0.0003436761916811518,0.00018939544584436885,0.00059185278928144,0.0009047369687185723,-0.9110823411862468,0.3145429889715373,0.3144360726733397,0.026132195804790193,-0.03746200931051757,0.0035732559007807564,1.0
612,1,0,0.056396739993917276,7.883980206737316e-14,0.05639673999391081,0.0,0.006550110802258646,1.1377017882371677e-16,0.006550110802258565,0.7216438439246866,0.05601507235039194,7.883971997901176e-14,0.05601507235038543,0.08243980153487725,0.00546176492742779,0.05
612,1,50,5.850147242419887,5.852561973191192,0.03486807612468584,0.00025342291960250087,0.0011618170334319541,0.0003887921628325032,0.0015977475100817698,-0.7726724098650761,5.85014712705366,5.852561960277246,0.034831450379375746,-0.07229054421371228,0.006645347573328887,1.0
612,1,100,1.680332259532708,1.681389391776275,0.02948410477766503,0.00034856208279993245,0.00046809920379919625,0.0006159715434359048,0.0011880508775120701,-0.8410864636009246,1.6803321943322491,1.681389278946684,0.02946015902286973,-0.04463121709774282,0.0044364794644992924,1.0
612,1,200,0.7863887260721559,0.787133416469844,0.02634467900903118,0.00037759798646663334,0.0003027975823770119,0.0006345480093153426,0.0010181668242581193,-0.8808385948589402,0.7863886677763182,0.7871331606992001,0.02632499664590422,-0.044989535161093094,0.0037291355576019205,1.0
612,2,0,0.058030349976150995,9.489465822752021e-14,0.058030349976155304,0.0,0.006481719749829311,8.486057864926172e-17,0.006481719749829257,0.6407976598300027,0.057667224898023665,9.489462028376563e-14,0.05766722489802801,-0.04574550285339553,0.00546176492742779,0.05
612,2,50,2.801872476455825,2.8031826880552746,0.03143609504319437,0.00034993158521511036,0.0009076766973383222,0.0003869928212455134,0.0013326969591723262,-0.7686782880793034,2.8018723294332513,2.8031826613421664,0.03140783326464534,-0.047312330822261495,0.005260170084451133,1.0
612,2,100,1.0855136249422985,1.0853557724083702,0.026485216724227795,0.00036195736281597994,0.0003736648617310005,0.0006237089709328305,0.0010993073596956067,-0.8581564135161079,1.0855135606292259,1.0853555931985102,0.02646239271604582,-0.006220714590646189,0.004068049912234993,1.0
612,2,200,2.080024494017094,2.080027093573873,0.022297716074309974,0.00037997176289566217,0.00041179461864824125,0.0006084118735021317,0.001015429312510893,-0.8468145442232234,2.080024453254399,2.080027004593057,0.02227458294652977,-0.005468937824066713,0.00404599349303205,1.0
