origin,target,lead,block,teacher_IN,teacher_OOF,last_observation_index,weight
31,31,0,0,432,432,30,0.0026595744680851063
31,37,6,0,432,432,30,0.0026595744680851063
31,60,29,0,432,432,30,0.0026595744680851063
31,90,59,0,432,432,30,0.0026595744680851063
31,120,89,0,432,432,30,0.0026595744680851063
31,150,119,0,432,432,30,0.0026595744680851063
31,180,149,0,432,432,30,0.0026595744680851063
31,210,179,0,432,432,30,0.0026595744680851063
45,45,0,0,432,432,44,0.0026595744680851063
45,51,6,0,432,432,44,0.0026595744680851063
45,74,29,0,432,432,44,0.0026595744680851063
45,104,59,0,432,432,44,0.0026595744680851063
45,134,89,0,432,432,44,0.0026595744680851063
45,164,119,0,432,432,44,0.0026595744680851063
45,194,149,0,432,432,44,0.0026595744680851063
45,224,179,0,432,432,44,0.0026595744680851063
59,59,0,0,432,432,58,0.0026595744680851063
59,65,6,0,432,432,58,0.0026595744680851063
59,88,29,0,432,432,58,0.0026595744680851063
59,118,59,0,432,432,58,0.0026595744680851063
59,148,89,0,432,432,58,0.0026595744680851063
59,178,119,0,432,432,58,0.0026595744680851063
59,208,149,0,432,432,58,0.0026595744680851063
59,238,179,0,432,432,58,0.0026595744680851063
73,73,0,0,432,432,72,0.0026595744680851063
73,79,6,0,432,432,72,0.0026595744680851063
73,102,29,0,432,432,72,0.0026595744680851063
73,132,59,0,432,432,72,0.0026595744680851063
73,162,89,0,432,432,72,0.0026595744680851063
73,192,119,0,432,432,72,0.0026595744680851063
73,222,149,0,432,432,72,0.0026595744680851063
73,252,179,0,432,432,72,0.0026595744680851063
87,87,0,0,432,432,86,0.0026595744680851063
87,93,6,0,432,432,86,0.0026595744680851063
87,116,29,0,432,432,86,0.0026595744680851063
87,146,59,0,432,432,86,0.0026595744680851063
87,176,89,0,432,432,86,0.0026595744680851063
87,206,119,0,432,432,86,0.0026595744680851063
87,236,149,0,432,432,86,0.0026595744680851063
87,266,179,0,432,432,86,0.0026595744680851063
101,101,0,0,432,432,100,0.0026595744680851063
101,107,6,0,432,432,100,0.0026595744680851063
101,130,29,0,432,432,100,0.0026595744680851063
101,160,59,0,432,432,100,0.0026595744680851063
101,190,89,0,432,432,100,0.0026595744680851063
101,220,119,0,432,432,100,0.0026595744680851063
101,250,149,0,432,432,100,0.0026595744680851063
101,280,179,0,432,432,100,0.0026595744680851063
115,115,0,0,432,432,114,0.0026595744680851063
115,121,6,0,432,432,114,0.0026595744680851063
115,144,29,0,432,432,114,0.0026595744680851063
115,174,59,0,432,432,114,0.0026595744680851063
115,204,89,0,432,432,114,0.0026595744680851063
115,234,119,0,432,432,114,0.0026595744680851063
115,264,149,0,432,432,114,0.0026595744680851063
115,294,179,0,432,432,114,0.0026595744680851063
129,129,0,0,432,432,128,0.0026595744680851063
129,135,6,0,432,432,128,0.0026595744680851063
129,158,29,0,432,432,128,0.0026595744680851063
129,188,59,0,432,432,128,0.0026595744680851063
129,218,89,0,432,432,128,0.0026595744680851063
129,248,119,0,432,432,128,0.0026595744680851063
129,278,149,0,432,432,128,0.0026595744680851063
129,308,179,0,432,432,128,0.0026595744680851063
143,143,0,0,432,432,142,0.0026595744680851063
143,149,6,0,432,432,142,0.0026595744680851063
143,172,29,0,432,432,142,0.0026595744680851063
143,202,59,0,432,432,142,0.0026595744680851063
143,232,89,0,432,432,142,0.0026595744680851063
143,262,119,0,432,432,142,0.0026595744680851063
143,292,149,0,432,432,142,0.0026595744680851063
143,322,179,0,432,432,142,0.0026595744680851063
157,157,0,0,432,432,156,0.0026595744680851063
157,163,6,0,432,432,156,0.0026595744680851063
157,186,29,0,432,432,156,0.0026595744680851063
157,216,59,0,432,432,156,0.0026595744680851063
157,246,89,0,432,432,156,0.0026595744680851063
157,276,119,0,432,432,156,0.0026595744680851063
157,306,149,0,432,432,156,0.0026595744680851063
157,336,179,0,432,432,156,0.0026595744680851063
171,171,0,0,432,432,170,0.0026595744680851063
171,177,6,0,432,432,170,0.0026595744680851063
171,200,29,0,432,432,170,0.0026595744680851063
171,230,59,0,432,432,170,0.0026595744680851063
171,260,89,0,432,432,170,0.0026595744680851063
171,290,119,0,432,432,170,0.0026595744680851063
171,320,149,0,432,432,170,0.0026595744680851063
171,350,179,0,432,432,170,0.0026595744680851063
185,185,0,0,432,432,184,0.0026595744680851063
185,191,6,0,432,432,184,0.0026595744680851063
185,214,29,0,432,432,184,0.0026595744680851063
185,244,59,0,432,432,184,0.0026595744680851063
185,274,89,0,432,432,184,0.0026595744680851063
185,304,119,0,432,432,184,0.0026595744680851063
185,334,149,0,432,432,184,0.0026595744680851063
185,364,179,0,432,432,184,0.0026595744680851063
199,199,0,0,432,432,198,0.0026595744680851063
199,205,6,0,432,432,198,0.0026595744680851063
199,228,29,0,432,432,198,0.0026595744680851063
199,258,59,0,432,432,198,0.0026595744680851063
199,288,89,0,432,432,198,0.0026595744680851063
199,318,119,0,432,432,198,0.0026595744680851063
199,348,149,0,432,432,198,0.0026595744680851063
199,378,179,0,432,432,198,0.0026595744680851063
213,213,0,0,432,432,212,0.0026595744680851063
213,219,6,0,432,432,212,0.0026595744680851063
213,242,29,0,432,432,212,0.0026595744680851063
213,272,59,0,432,432,212,0.0026595744680851063
213,302,89,0,432,432,212,0.0026595744680851063
213,332,119,0,432,432,212,0.0026595744680851063
213,362,149,0,432,432,212,0.0026595744680851063
213,392,179,0,432,432,212,0.0026595744680851063
227,227,0,0,432,432,226,0.0026595744680851063
227,233,6,0,432,432,226,0.0026595744680851063
227,256,29,0,432,432,226,0.0026595744680851063
227,286,59,0,432,432,226,0.0026595744680851063
227,316,89,0,432,432,226,0.0026595744680851063
227,346,119,0,432,432,226,0.0026595744680851063
227,376,149,0,432,432,226,0.0026595744680851063
227,406,179,0,432,432,226,0.0026595744680851063
241,241,0,0,432,432,240,0.0026595744680851063
241,247,6,0,432,432,240,0.0026595744680851063
241,270,29,0,432,432,240,0.0026595744680851063
241,300,59,0,432,432,240,0.0026595744680851063
241,330,89,0,432,432,240,0.0026595744680851063
241,360,119,0,432,432,240,0.0026595744680851063
241,390,149,0,432,432,240,0.0026595744680851063
241,420,179,0,432,432,240,0.0026595744680851063
255,255,0,0,432,432,254,0.0026595744680851063
255,261,6,0,432,432,254,0.0026595744680851063
255,284,29,0,432,432,254,0.0026595744680851063
255,314,59,0,432,432,254,0.0026595744680851063
255,344,89,0,432,432,254,0.0026595744680851063
255,374,119,0,432,432,254,0.0026595744680851063
255,404,149,0,432,432,254,0.0026595744680851063
269,269,0,0,432,432,268,0.0026595744680851063
269,275,6,0,432,432,268,0.0026595744680851063
269,298,29,0,432,432,268,0.0026595744680851063
269,328,59,0,432,432,268,0.0026595744680851063
269,358,89,0,432,432,268,0.0026595744680851063
269,388,119,0,432,432,268,0.0026595744680851063
269,418,149,0,432,432,268,0.0026595744680851063
283,283,0,0,432,432,282,0.0026595744680851063
283,289,6,0,432,432,282,0.0026595744680851063
283,312,29,0,432,432,282,0.0026595744680851063
283,342,59,0,432,432,282,0.0026595744680851063
283,372,89,0,432,432,282,0.0026595744680851063
283,402,119,0,432,432,282,0.0026595744680851063
297,297,0,0,432,432,296,0.0026595744680851063
297,303,6,0,432,432,296,0.0026595744680851063
297,326,29,0,432,432,296,0.0026595744680851063
297,356,59,0,432,432,296,0.0026595744680851063
297,386,89,0,432,432,296,0.0026595744680851063
297,416,119,0,432,432,296,0.0026595744680851063
311,311,0,0,432,432,310,0.0026595744680851063
311,317,6,0,432,432,310,0.0026595744680851063
311,340,29,0,432,432,310,0.0026595744680851063
311,370,59,0,432,432,310,0.0026595744680851063
311,400,89,0,432,432,310,0.0026595744680851063
311,430,119,0,432,432,310,0.0026595744680851063
325,325,0,0,432,432,324,0.0026595744680851063
325,331,6,0,432,432,324,0.0026595744680851063
325,354,29,0,432,432,324,0.0026595744680851063
325,384,59,0,432,432,324,0.0026595744680851063
325,414,89,0,432,432,324,0.0026595744680851063
339,339,0,0,432,432,338,0.0026595744680851063
339,345,6,0,432,432,338,0.0026595744680851063
339,368,29,0,432,432,338,0.0026595744680851063
339,398,59,0,432,432,338,0.0026595744680851063
339,428,89,0,432,432,338,0.0026595744680851063
353,353,0,0,432,432,352,0.0026595744680851063
353,359,6,0,432,432,352,0.0026595744680851063
353,382,29,0,432,432,352,0.0026595744680851063
353,412,59,0,432,432,352,0.0026595744680851063
367,367,0,0,432,432,366,0.0026595744680851063
367,373,6,0,432,432,366,0.0026595744680851063
367,396,29,0,432,432,366,0.0026595744680851063
367,426,59,0,432,432,366,0.0026595744680851063
381,381,0,0,432,432,380,0.0026595744680851063
381,387,6,0,432,432,380,0.0026595744680851063
381,410,29,0,432,432,380,0.0026595744680851063
395,395,0,0,432,432,394,0.0026595744680851063
395,401,6,0,432,432,394,0.0026595744680851063
395,424,29,0,432,432,394,0.0026595744680851063
409,409,0,0,432,432,408,0.0026595744680851063
409,415,6,0,432,432,408,0.0026595744680851063
423,423,0,0,432,432,422,0.0026595744680851063
423,429,6,0,432,432,422,0.0026595744680851063
252,252,0,1,432,252,251,0.002777777777777778
252,253,1,1,432,252,251,0.002777777777777778
252,254,2,1,432,252,251,0.002777777777777778
252,255,3,1,432,252,251,0.002777777777777778
252,256,4,1,432,252,251,0.002777777777777778
252,257,5,1,432,252,251,0.002777777777777778
252,258,6,1,432,252,251,0.002777777777777778
252,259,7,1,432,252,251,0.002777777777777778
252,260,8,1,432,252,251,0.002777777777777778
252,261,9,1,432,252,251,0.002777777777777778
252,262,10,1,432,252,251,0.002777777777777778
252,263,11,1,432,252,251,0.002777777777777778
252,264,12,1,432,252,251,0.002777777777777778
252,265,13,1,432,252,251,0.002777777777777778
252,266,14,1,432,252,251,0.002777777777777778
252,267,15,1,432,252,251,0.002777777777777778
252,268,16,1,432,252,251,0.002777777777777778
252,269,17,1,432,252,251,0.002777777777777778
252,270,18,1,432,252,251,0.002777777777777778
252,271,19,1,432,252,251,0.002777777777777778
252,272,20,1,432,252,251,0.002777777777777778
252,273,21,1,432,252,251,0.002777777777777778
252,274,22,1,432,252,251,0.002777777777777778
252,275,23,1,432,252,251,0.002777777777777778
252,276,24,1,432,252,251,0.002777777777777778
252,277,25,1,432,252,251,0.002777777777777778
252,278,26,1,432,252,251,0.002777777777777778
252,279,27,1,432,252,251,0.002777777777777778
252,280,28,1,432,252,251,0.002777777777777778
252,281,29,1,432,252,251,0.002777777777777778
252,282,30,1,432,252,251,0.002777777777777778
252,283,31,1,432,252,251,0.002777777777777778
252,284,32,1,432,252,251,0.002777777777777778
252,285,33,1,432,252,251,0.002777777777777778
252,286,34,1,432,252,251,0.002777777777777778
252,287,35,1,432,252,251,0.002777777777777778
252,288,36,1,432,252,251,0.002777777777777778
252,289,37,1,432,252,251,0.002777777777777778
252,290,38,1,432,252,251,0.002777777777777778
252,291,39,1,432,252,251,0.002777777777777778
252,292,40,1,432,252,251,0.002777777777777778
252,293,41,1,432,252,251,0.002777777777777778
252,294,42,1,432,252,251,0.002777777777777778
252,295,43,1,432,252,251,0.002777777777777778
252,296,44,1,432,252,251,0.002777777777777778
252,297,45,1,432,252,251,0.002777777777777778
252,298,46,1,432,252,251,0.002777777777777778
252,299,47,1,432,252,251,0.002777777777777778
252,300,48,1,432,252,251,0.002777777777777778
252,301,49,1,432,252,251,0.002777777777777778
252,302,50,1,432,252,251,0.002777777777777778
252,303,51,1,432,252,251,0.002777777777777778
252,304,52,1,432,252,251,0.002777777777777778
252,305,53,1,432,252,251,0.002777777777777778
252,306,54,1,432,252,251,0.002777777777777778
252,307,55,1,432,252,251,0.002777777777777778
252,308,56,1,432,252,251,0.002777777777777778
252,309,57,1,432,252,251,0.002777777777777778
252,310,58,1,432,252,251,0.002777777777777778
252,311,59,1,432,252,251,0.002777777777777778
252,312,60,1,432,252,251,0.002777777777777778
252,313,61,1,432,252,251,0.002777777777777778
252,314,62,1,432,252,251,0.002777777777777778
252,315,63,1,432,252,251,0.002777777777777778
252,316,64,1,432,252,251,0.002777777777777778
252,317,65,1,432,252,251,0.002777777777777778
252,318,66,1,432,252,251,0.002777777777777778
252,319,67,1,432,252,251,0.002777777777777778
252,320,68,1,432,252,251,0.002777777777777778
252,321,69,1,432,252,251,0.002777777777777778
252,322,70,1,432,252,251,0.002777777777777778
252,323,71,1,432,252,251,0.002777777777777778
252,324,72,1,432,252,251,0.002777777777777778
252,325,73,1,432,252,251,0.002777777777777778
252,326,74,1,432,252,251,0.002777777777777778
252,327,75,1,432,252,251,0.002777777777777778
252,328,76,1,432,252,251,0.002777777777777778
252,329,77,1,432,252,251,0.002777777777777778
252,330,78,1,432,252,251,0.002777777777777778
252,331,79,1,432,252,251,0.002777777777777778
252,332,80,1,432,252,251,0.002777777777777778
252,333,81,1,432,252,251,0.002777777777777778
252,334,82,1,432,252,251,0.002777777777777778
252,335,83,1,432,252,251,0.002777777777777778
252,336,84,1,432,252,251,0.002777777777777778
252,337,85,1,432,252,251,0.002777777777777778
252,338,86,1,432,252,251,0.002777777777777778
252,339,87,1,432,252,251,0.002777777777777778
252,340,88,1,432,252,251,0.002777777777777778
252,341,89,1,432,252,251,0.002777777777777778
252,342,90,1,432,252,251,0.001388888888888889
252,343,91,1,432,252,251,0.001388888888888889
252,344,92,1,432,252,251,0.001388888888888889
252,345,93,1,432,252,251,0.001388888888888889
252,346,94,1,432,252,251,0.001388888888888889
252,347,95,1,432,252,251,0.001388888888888889
252,348,96,1,432,252,251,0.001388888888888889
252,349,97,1,432,252,251,0.001388888888888889
252,350,98,1,432,252,251,0.001388888888888889
252,351,99,1,432,252,251,0.001388888888888889
252,352,100,1,432,252,251,0.001388888888888889
252,353,101,1,432,252,251,0.001388888888888889
252,354,102,1,432,252,251,0.001388888888888889
252,355,103,1,432,252,251,0.001388888888888889
252,356,104,1,432,252,251,0.001388888888888889
252,357,105,1,432,252,251,0.001388888888888889
252,358,106,1,432,252,251,0.001388888888888889
252,359,107,1,432,252,251,0.001388888888888889
252,360,108,1,432,252,251,0.001388888888888889
252,361,109,1,432,252,251,0.001388888888888889
252,362,110,1,432,252,251,0.001388888888888889
252,363,111,1,432,252,251,0.001388888888888889
252,364,112,1,432,252,251,0.001388888888888889
252,365,113,1,432,252,251,0.001388888888888889
252,366,114,1,432,252,251,0.001388888888888889
252,367,115,1,432,252,251,0.001388888888888889
252,368,116,1,432,252,251,0.001388888888888889
252,369,117,1,432,252,251,0.001388888888888889
252,370,118,1,432,252,251,0.001388888888888889
252,371,119,1,432,252,251,0.001388888888888889
252,372,120,1,432,252,251,0.001388888888888889
252,373,121,1,432,252,251,0.001388888888888889
252,374,122,1,432,252,251,0.001388888888888889
252,375,123,1,432,252,251,0.001388888888888889
252,376,124,1,432,252,251,0.001388888888888889
252,377,125,1,432,252,251,0.001388888888888889
252,378,126,1,432,252,251,0.001388888888888889
252,379,127,1,432,252,251,0.001388888888888889
252,380,128,1,432,252,251,0.001388888888888889
252,381,129,1,432,252,251,0.001388888888888889
252,382,130,1,432,252,251,0.001388888888888889
252,383,131,1,432,252,251,0.001388888888888889
252,384,132,1,432,252,251,0.001388888888888889
252,385,133,1,432,252,251,0.001388888888888889
252,386,134,1,432,252,251,0.001388888888888889
252,387,135,1,432,252,251,0.001388888888888889
252,388,136,1,432,252,251,0.001388888888888889
252,389,137,1,432,252,251,0.001388888888888889
252,390,138,1,432,252,251,0.001388888888888889
252,391,139,1,432,252,251,0.001388888888888889
252,392,140,1,432,252,251,0.001388888888888889
252,393,141,1,432,252,251,0.001388888888888889
252,394,142,1,432,252,251,0.001388888888888889
252,395,143,1,432,252,251,0.001388888888888889
252,396,144,1,432,252,251,0.001388888888888889
252,397,145,1,432,252,251,0.001388888888888889
252,398,146,1,432,252,251,0.001388888888888889
252,399,147,1,432,252,251,0.001388888888888889
252,400,148,1,432,252,251,0.001388888888888889
252,401,149,1,432,252,251,0.001388888888888889
252,402,150,1,432,252,251,0.001388888888888889
252,403,151,1,432,252,251,0.001388888888888889
252,404,152,1,432,252,251,0.001388888888888889
252,405,153,1,432,252,251,0.001388888888888889
252,406,154,1,432,252,251,0.001388888888888889
252,407,155,1,432,252,251,0.001388888888888889
252,408,156,1,432,252,251,0.001388888888888889
252,409,157,1,432,252,251,0.001388888888888889
252,410,158,1,432,252,251,0.001388888888888889
252,411,159,1,432,252,251,0.001388888888888889
252,412,160,1,432,252,251,0.001388888888888889
252,413,161,1,432,252,251,0.001388888888888889
252,414,162,1,432,252,251,0.001388888888888889
252,415,163,1,432,252,251,0.001388888888888889
252,416,164,1,432,252,251,0.001388888888888889
252,417,165,1,432,252,251,0.001388888888888889
252,418,166,1,432,252,251,0.001388888888888889
252,419,167,1,432,252,251,0.001388888888888889
252,420,168,1,432,252,251,0.001388888888888889
252,421,169,1,432,252,251,0.001388888888888889
252,422,170,1,432,252,251,0.001388888888888889
252,423,171,1,432,252,251,0.001388888888888889
252,424,172,1,432,252,251,0.001388888888888889
252,425,173,1,432,252,251,0.001388888888888889
252,426,174,1,432,252,251,0.001388888888888889
252,427,175,1,432,252,251,0.001388888888888889
252,428,176,1,432,252,251,0.001388888888888889
252,429,177,1,432,252,251,0.001388888888888889
252,430,178,1,432,252,251,0.001388888888888889
252,431,179,1,432,252,251,0.001388888888888889
342,342,0,1,432,342,341,0.001388888888888889
342,343,1,1,432,342,341,0.001388888888888889
342,344,2,1,432,342,341,0.001388888888888889
342,345,3,1,432,342,341,0.001388888888888889
342,346,4,1,432,342,341,0.001388888888888889
342,347,5,1,432,342,341,0.001388888888888889
342,348,6,1,432,342,341,0.001388888888888889
342,349,7,1,432,342,341,0.001388888888888889
342,350,8,1,432,342,341,0.001388888888888889
342,351,9,1,432,342,341,0.001388888888888889
342,352,10,1,432,342,341,0.001388888888888889
342,353,11,1,432,342,341,0.001388888888888889
342,354,12,1,432,342,341,0.001388888888888889
342,355,13,1,432,342,341,0.001388888888888889
342,356,14,1,432,342,341,0.001388888888888889
342,357,15,1,432,342,341,0.001388888888888889
342,358,16,1,432,342,341,0.001388888888888889
342,359,17,1,432,342,341,0.001388888888888889
342,360,18,1,432,342,341,0.001388888888888889
342,361,19,1,432,342,341,0.001388888888888889
342,362,20,1,432,342,341,0.001388888888888889
342,363,21,1,432,342,341,0.001388888888888889
342,364,22,1,432,342,341,0.001388888888888889
342,365,23,1,432,342,341,0.001388888888888889
342,366,24,1,432,342,341,0.001388888888888889
342,367,25,1,432,342,341,0.001388888888888889
342,368,26,1,432,342,341,0.001388888888888889
342,369,27,1,432,342,341,0.001388888888888889
342,370,28,1,432,342,341,0.001388888888888889
342,371,29,1,432,342,341,0.001388888888888889
342,372,30,1,432,342,341,0.001388888888888889
342,373,31,1,432,342,341,0.001388888888888889
342,374,32,1,432,342,341,0.001388888888888889
342,375,33,1,432,342,341,0.001388888888888889
342,376,34,1,432,342,341,0.001388888888888889
342,377,35,1,432,342,341,0.001388888888888889
342,378,36,1,432,342,341,0.001388888888888889
342,379,37,1,432,342,341,0.001388888888888889
342,380,38,1,432,342,341,0.001388888888888889
342,381,39,1,432,342,341,0.001388888888888889
342,382,40,1,432,342,341,0.001388888888888889
342,383,41,1,432,342,341,0.001388888888888889
342,384,42,1,432,342,341,0.001388888888888889
342,385,43,1,432,342,341,0.001388888888888889
342,386,44,1,432,342,341,0.001388888888888889
342,387,45,1,432,342,341,0.001388888888888889
342,388,46,1,432,342,341,0.001388888888888889
342,389,47,1,432,342,341,0.001388888888888889
342,390,48,1,432,342,341,0.001388888888888889
342,391,49,1,432,342,341,0.001388888888888889
342,392,50,1,432,342,341,0.001388888888888889
342,393,51,1,432,342,341,0.001388888888888889
342,394,52,1,432,342,341,0.001388888888888889
342,395,53,1,432,342,341,0.001388888888888889
342,396,54,1,432,342,341,0.001388888888888889
342,397,55,1,432,342,341,0.001388888888888889
342,398,56,1,432,342,341,0.001388888888888889
342,399,57,1,432,342,341,0.001388888888888889
342,400,58,1,432,342,341,0.001388888888888889
342,401,59,1,432,342,341,0.001388888888888889
342,402,60,1,432,342,341,0.001388888888888889
342,403,61,1,432,342,341,0.001388888888888889
342,404,62,1,432,342,341,0.001388888888888889
342,405,63,1,432,342,341,0.001388888888888889
342,406,64,1,432,342,341,0.001388888888888889
342,407,65,1,432,342,341,0.001388888888888889
342,408,66,1,432,342,341,0.001388888888888889
342,409,67,1,432,342,341,0.001388888888888889
342,410,68,1,432,342,341,0.001388888888888889
342,411,69,1,432,342,341,0.001388888888888889
342,412,70,1,432,342,341,0.001388888888888889
342,413,71,1,432,342,341,0.001388888888888889
342,414,72,1,432,342,341,0.001388888888888889
342,415,73,1,432,342,341,0.001388888888888889
342,416,74,1,432,342,341,0.001388888888888889
342,417,75,1,432,342,341,0.001388888888888889
