fit_days,strategy,seed,epoch,loss,anchor_loss,paired_loss,balanced_loss,anchor_weight,paired_weight,anchor_norm,paired_norm,gradient_norm,gradient_dot,raw_anchor_slope,raw_paired_slope,elapsed_seconds
432,IN_CARRY,2,1,0.0065883886598551615,0.005981883076662482,0.007194894243047841,0.006467752952345387,0.5994514402280858,0.4005485597719141,0.016830941007399732,0.025188785681878188,0.010012233548162592,-0.00021520275355477663,-8.361379579370955e-05,-0.00012513441651124062,275.9433069997467
432,IN_CARRY,2,2,0.006552370202105417,0.005966797082943041,0.007137943321267793,0.006504614611649919,0.5407767953247319,0.4592232046752681,0.01875239807363788,0.022082642235133797,0.009317474135891922,-0.00023930930168987186,-8.026909163223533e-05,-9.452410438885038e-05,276.20196358300745
432,IN_CARRY,2,3,0.006507010326653555,0.005937773591115761,0.007076247062191348,0.006512738804971515,0.49496828124370007,0.5050317187562999,0.020871082412643984,0.0204551979723613,0.01053895625682342,-0.00020476042575017777,-0.00011219870362617421,-0.00010996299327174886,276.44433616660535
432,IN_CARRY,2,4,0.006446580543233218,0.005883711861308398,0.007009449225158039,0.006470217226104566,0.47900337713716956,0.5209966228628304,0.022035452562676496,0.02025935626275049,0.012145543155461682,-0.00015087446493729174,-0.00015398035335661037,-0.0001415692655842993,276.6651787497103
432,IN_CARRY,2,5,0.00636845194303785,0.005804724871222111,0.006932179014853589,0.006386263656992444,0.484201828468852,0.515798171531148,0.022425285782063976,0.021051575943704586,0.013842946223396373,-8.845029019447711e-05,-0.0001978794263848706,-0.00018575789012105086,276.89121362473816
432,IN_CARRY,2,6,0.0062729790936019185,0.005704753996184786,0.006841204191019051,0.006274121434308359,0.4989948167446028,0.5010051832553972,0.022417961107314584,0.022328005314926177,0.015503189727944714,-1.9848628489348526e-05,-0.0002408330544480051,-0.00023986667181657469,277.1108091250062
432,IN_CARRY,2,7,0.006161430674972946,0.0055868287413716345,0.006736032608574258,0.006141306805999976,0.5175111392741446,0.48248886072585534,0.02220061163976358,0.023812080977357195,0.017056615153127622,5.392803688703856e-05,-0.00028108392110163605,-0.00030148687789831156,277.33069279184565
432,IN_CARRY,2,8,0.006035339478894935,0.005453647071627269,0.0066170318861626,0.0059930264768953394,0.5363705985078503,0.4636294014921496,0.02187988318991124,0.025312730392171343,0.01845978619297429,0.00013131316461336762,-0.00031765695886231256,-0.0003674957899494801,277.5539763327688
432,IN_CARRY,2,9,0.00589619070918204,0.005308145992497062,0.006484235425867018,0.0058339346793950565,0.5529347752139875,0.44706522478601257,0.0215391585866006,0.0266398483959047,0.01967182967042793,0.0002089350221880678,-0.0003499335725742388,-0.000432801368936218,277.7815557499416
432,IN_CARRY,2,10,0.005745036201831559,0.005153371264061906,0.006336701139601211,0.005668339647096557,0.5648141793090845,0.4351858206909155,0.021234974584233197,0.027560214906361524,0.020624594736729066,0.0002800472245225099,-0.0003765609324598188,-0.0004887267551352828,278.0269669168629
432,IN_CARRY,2,11,0.005582630802928446,0.004991433611683221,0.00617382799417367,0.005497848533222137,0.5717038840524038,0.4282961159475962,0.020913442550469487,0.027915957884785295,0.021229456537577913,0.0003364876961676146,-0.00039416368985136917,-0.0005261427877810284,278.28235004190356
432,IN_CARRY,2,12,0.005410448418464721,0.004823600395332954,0.005997296441596489,0.005321286596202719,0.5759667058143797,0.42403329418562036,0.020426437799258634,0.027745340406244663,0.021433696519959813,0.00037377890175390837,-0.00039881067939523586,-0.0005417066923860865,278.5366087500006
432,IN_CARRY,2,13,0.0052308792314978095,0.00465172416019889,0.00581003430279673,0.005138045775562367,0.5801455953128734,0.4198544046871267,0.019659794793072734,0.02716547266535279,0.021226969397924005,0.0003908653912307874,-0.0003883371979902747,-0.0005365958112981752,278.7903997497633
432,IN_CARRY,2,14,0.00504675096729916,0.0044785912643821564,0.005614910670216163,0.004949285329136527,0.5857731001180057,0.4142268998819944,0.018584518661515902,0.026281033688682235,0.020625093274121112,0.0003881648194113403,-0.0003631051617772301,-0.0005134800186653534,279.0494039999321
432,IN_CARRY,2,15,0.004861061047901385,0.004307523333538061,0.005414598762264709,0.004757783773179096,0.5932883812994362,0.40671161870056377,0.017255694774328444,0.025171651730942476,0.019666646870762205,0.00036709896036736257,-0.0003259603687941195,-0.00047549293080808257,279.3064133329317
432,IN_CARRY,2,16,0.004676809860527457,0.00414186369466649,0.005211756026388425,0.004567770599402168,0.6019161067822557,0.39808389321774423,0.015818540974215506,0.02391816087109896,0.018431659539714994,0.00033055503857599213,-0.0002822038400036231,-0.00042670160633972597,279.5454190829769
432,IN_CARRY,2,17,0.004496747847803367,0.003984425089473885,0.00500907060613285,0.004384833729651601,0.6092222786634376,0.39077772133656247,0.014511575852855329,0.022623539739768342,0.017063525071457964,0.00028320450298469925,-0.00023896359182977846,-0.000372544124148656,279.7677224576473
432,IN_CARRY,2,18,0.00432291209221658,0.003836873614425535,0.004808950570007624,0.004214770148119103,0.6112483363343588,0.3887516636656412,0.01362154533653848,0.02141764962946466,0.015764889076195228,0.00023121059169825436,-0.00020329849000095304,-0.00031965358712715075,279.98795937467366
432,IN_CARRY,2,19,0.004156015630483275,0.0036991112623592295,0.00461291999860732,0.00405989219084739,0.6051898891124062,0.39481011088759377,0.013332693665227085,0.0204371954474229,0.01472249750367641,0.00018109625276322713,-0.0001790776222845151,-0.0002745014967555751,280.20885299984366
432,IN_CARRY,2,20,0.003995040467800585,0.0035690080602778784,0.00442107287532329,0.00391557643931788,0.5932605443618378,0.40673945563816205,0.01355587760262865,0.019772282266592497,0.013997804132126937,0.0001379712559284155,-0.00016513698945895542,-0.00024086490480001288,280.48336049960926
432,IN_CARRY,2,21,0.0038375090667611606,0.0034429871754510953,0.004232030958071226,0.003773169792477712,0.5815408164928451,0.41845918350715494,0.013959776284769933,0.01940017095732768,0.01350510480255551,0.00010392016612066781,-0.0001568143202982313,-0.00021792789227302188,280.7369550829753
432,IN_CARRY,2,22,0.003680476423237581,0.003317357960774707,0.004043594885700455,0.003626227956262225,0.5746980291327146,0.42530197086728544,0.014184716430417053,0.01916738960730306,0.013071896791201144,7.766666994213304e-05,-0.00014866458301386905,-0.00020088607321918077,280.99089024960995
432,IN_CARRY,2,23,0.0035217402444498347,0.003189689599483953,0.0038537908894157166,0.0034726333009256205,0.5739449603075751,0.42605503969242475,0.013999541805143362,0.01885898702542705,0.012509513180513292,5.595695413681104e-05,-0.00013632659125499986,-0.00018364754014693342,281.22400304162875
432,IN_CARRY,2,24,0.0033607046193759454,0.0030595096594684015,0.00366189957928349,0.0033131539428360047,0.5789367068999713,0.4210632931000286,0.01332607142006164,0.018322546824359565,0.011689386355901266,3.6101366226110336e-05,-0.00011801096022154598,-0.00016225797358340353,281.4548092498444
432,IN_CARRY,2,25,0.0031985772970179625,0.002928219914289235,0.0034689346797466903,0.003149905097245361,0.5900145564388732,0.4099854435611268,0.012208824585262859,0.017569853601984986,0.010607647362913147,1.8075214540903667e-05,-9.535542924149516e-05,-0.000137227045914792,281.6789845000021
432,IN_CARRY,2,26,0.0030378383947160083,0.002798399613206993,0.003277277176225024,0.0029856808245952507,0.6089162954138944,0.39108370458610564,0.010786387503108778,0.016794376861707448,0.009405022624008953,4.570926232626885e-06,-7.263268467630326e-05,-0.00011308889825994406,281.90176862478256
432,IN_CARRY,2,27,0.0028812947410410865,0.0026728118674977834,0.0030897776145843896,0.0028239951950630457,0.6374202710376106,0.3625797289623895,0.009263500066370275,0.016285363608055332,0.008322283702930955,-1.0201974207827357e-06,-5.4328681702674865e-05,-9.551058774062704e-05,282.1454549576156
432,IN_CARRY,2,28,0.002731276916175685,0.0025536351071988876,0.002908918725152483,0.002669682478702839,0.6733669506847103,0.3266330493152897,0.00788408793517896,0.016253359122631383,0.007589253896143919,2.792236336041997e-06,-4.276774694805606e-05,-8.816740195285492e-05,282.4734386666678
432,IN_CARRY,2,29,0.0025894287063248462,0.0024422761424607257,0.002736581270188967,0.0025283100307629033,0.7076711202204385,0.2923288797795614,0.006891957292801577,0.016684082467617052,0.007313752520903448,1.4298775415296115e-05,-3.7793668844617524e-05,-9.149109040707486e-05,282.7043297919445
432,IN_CARRY,2,30,0.0024566522134880525,0.0023394329788804747,0.00257387144809563,0.0024028347697097434,0.729558928440699,0.2704410715593009,0.006439727538060431,0.017372216043328465,0.007466859340166184,2.941814825608169e-05,-3.82107505181186e-05,-0.0001030797357893206,282.92798195779324
432,IN_CARRY,2,31,0.002331702670262911,0.002244176335533694,0.0024192290049921275,0.0022901917037695244,0.7371341529484271,0.2628658470515729,0.006441125370986234,0.0180623445290899,0.00786148575729466,4.313536298116496e-05,-4.192110626332001e-05,-0.00011755608232366031,283.1593304169364
432,IN_CARRY,2,32,0.002210913083991033,0.00215349767616197,0.002268328491820096,0.002183498817165121,0.7387361499506319,0.26126385004936803,0.006558304507921818,0.018543922634036664,0.008149285136700409,5.042763592199047e-05,-4.494896333669626e-05,-0.00012709536399065026,283.391006749589
432,IN_CARRY,2,33,0.0020918359345121957,0.002064971971097936,0.0021186998979264553,0.0020788198523335162,0.7422591554708936,0.2577408445291063,0.006487095978972935,0.01868196867131518,0.008049396672590699,4.814761260876379e-05,-4.36456635901037e-05,-0.00012569367286564712,283.6379464576021
432,IN_CARRY,2,34,0.0019751711018195627,0.001978533008956204,0.001971809194682921,0.0019768483674955034,0.7494515178097307,0.25054848219026926,0.0061505755383563015,0.01839786907638891,0.007486519634296439,3.608573991190548e-05,-3.739266310281556e-05,-0.00011185056030820941,283.8922250829637
432,IN_CARRY,2,35,0.0018637991325222802,0.0018958749161091903,0.0018317233489353703,0.0018802492052912689,0.7564251115552132,0.24357488844478684,0.005682807755271256,0.017648036370556706,0.006558223824463498,1.6429264554550157e-05,-2.8429978774323924e-05,-8.828968373213506e-05,284.1465192497708
