phase,model,point,horizon,n,crps,coverage90,width90,interval_score90,mae,rmse,pooled_rmse
development,C8_ONLINE_FULL,ATU1,30,347,0.413567210309,0.893371757925,2.71009298797,3.67322588123,0.56864118218,0.714859910619,0.714859910619
development,C8_ONLINE_FULL,ATU5,30,347,1.16972356263,0.887608069164,8.29448816043,15.0733977066,1.03279183108,2.46789632259,2.46789632259
development,C8_ONLINE_FULL,MJ3,30,347,0.349270957471,0.838616714697,2.52337844207,3.70980484131,0.391440862998,0.504041307337,0.504041307337
development,C8_ONLINE_FULL,MJ1,30,347,0.36243063817,0.870317002882,2.4110368917,3.41505704975,0.452815226958,0.62546548957,0.62546548957
development,C8_ONLINE_DATA,ATU1,30,347,0.375089394918,0.893371757925,2.3545337473,3.37742485839,0.514944311428,0.636057603549,0.636057603549
development,C8_ONLINE_DATA,ATU5,30,347,0.348041810161,0.887608069164,2.61669546071,3.47593972406,0.446990711858,0.56323141129,0.56323141129
development,C8_ONLINE_DATA,MJ3,30,347,0.277249875129,0.838616714697,2.13499325174,2.86148217666,0.298771031324,0.398137428022,0.398137428022
development,C8_ONLINE_DATA,MJ1,30,347,0.353525703303,0.867435158501,2.39383911473,3.46075535029,0.425169655015,0.608088556879,0.608088556879
development,B_ANCHOR,ATU1,30,347,4.63812687176,1,41.9956921833,41.9956921833,5.33662388716,7.42004945046,7.42004945046
development,B_ANCHOR,ATU5,30,347,6.20708882856,0.92507204611,63.0546646769,67.9656083988,5.6842389957,9.17556187161,9.17556187161
development,B_ANCHOR,MJ3,30,347,7.32705530045,0.829971181556,34.62170764,102.008088701,8.21518458524,14.0171518023,14.0171518023
development,B_ANCHOR,MJ1,30,347,5.30920973893,0.815561959654,23.5236808016,60.3854886188,7.106429535,9.4767221235,9.4767221235
development,DRIFT1,ATU1,30,347,3.19528470609,1,43.4420615591,43.4420615591,1.2827751578,1.61096539217,1.61096539217
development,DRIFT1,ATU5,30,347,2.44040883043,1,33.2530718098,33.2530718098,0.911285953935,1.18083816516,1.18083816516
development,DRIFT1,MJ3,30,347,0.647939466706,0.988472622478,6.24931260999,6.25498340203,0.739241749289,0.982369128505,0.982369128505
development,DRIFT1,MJ1,30,347,0.835692681216,0.847262247839,6.14147751359,9.17294589839,0.918386054332,1.33745158104,1.33745158104
development,C8_STATIC_FULL,ATU1,30,347,0.415677173331,0.893371757925,2.7225666036,3.67684567504,0.570984674899,0.720300056888,0.720300056888
development,C8_STATIC_FULL,ATU5,30,347,1.24111834269,0.870317002882,8.70529813816,15.9248358045,1.13852802874,2.55902861693,2.55902861693
development,C8_STATIC_FULL,MJ3,30,347,0.360711418979,0.835734870317,2.56362246805,3.77104278956,0.417422424634,0.530448705703,0.530448705703
