model,point,n,mae,rmse,crps,coverage80,width80,interval_score80,coverage90,width90,interval_score90,coverage95,width95,interval_score95
TCN_DIRECT_COND,ATU1,293,66.111689504645895,70.451803617995949,53.316596345363656,1,467.67456182441794,467.67456182441794,1,600.25380166652576,600.25380166652576,1,715.24652016002699,715.24652016002699
TCN_DIRECT_COND,ATU5,293,62.94767624188222,68.467254558289369,55.416320757226266,1,505.21997201291833,505.21997201291833,1,648.44281394219797,648.44281394219797,1,772.66726992359395,772.66726992359395
TCN_DIRECT_COND,MJ3,293,18.207695532645602,21.313655101661606,27.87270121701356,1,288.11339065951915,288.11339065951915,1,369.78953351612421,369.78953351612421,1,440.63140675608156,440.63140675608156
TCN_DIRECT_COND,MJ1,293,10.684922064371939,12.78071355235172,13.138468621959257,1,130.21071287713613,130.21071287713613,1,167.12364067292012,167.12364067292012,1,199.14010056397598,199.14010056397598
TCN_BRES_COND,ATU1,293,10.293784116591546,11.979383083846125,17.341583903356629,1,181.38354816322493,181.38354816322493,1,232.8032637054466,232.8032637054466,1,277.40219851156252,277.40219851156252
TCN_BRES_COND,ATU5,293,15.057564815112897,15.645835078904675,20.630825298433027,1,213.45646622851018,213.45646622851018,1,273.96840838238603,273.96840838238603,1,326.45349381418259,326.45349381418259
TCN_BRES_COND,MJ3,293,12.311587512767336,15.132215715187783,18.528094940862829,1,189.81780381453152,189.81780381453152,1,243.62851363816571,243.62851363816571,1,290.3012794049169,290.3012794049169
TCN_BRES_COND,MJ1,293,8.3197033368460787,8.6908037170566104,18.756376110987333,1,201.51716458791384,201.51716458791384,1,258.64448062575531,258.64448062575531,1,308.19390766465102,308.19390766465102
TRANSFORMER_DIRECT_COND,ATU1,293,12.378578166160674,18.210930183476453,11.378903637974666,0.94880546075085326,86.190587549991434,91.546402185276847,0.97610921501706482,110.62442148430888,113.15076919024268,1,131.81712850746038,131.81712850746038
TRANSFORMER_DIRECT_COND,ATU5,293,39.840771645468052,42.695039161162498,27.964682662936706,1,214.76112576742756,214.76112576742756,1,275.64292077207153,275.64292077207153,1,328.44879839428205,328.44879839428205
TRANSFORMER_DIRECT_COND,MJ3,293,34.243629543230348,37.559807047329194,23.282677469394429,0.60068259385665534,65.495016151222003,136.88135397156719,0.69965870307167233,84.061943163248543,163.21210240123443,0.78839590443686003,100.1659833864851,173.67823719286702
TRANSFORMER_DIRECT_COND,MJ1,293,44.928641501894631,47.201657372104449,28.665109701409033,1,186.75468490885072,186.75468490885072,1,239.69704308539735,239.69704308539735,1,285.61664329903596,285.61664329903596
TRANSFORMER_BRES_COND,ATU1,293,4.1213251295538962,7.483541191338646,18.24692673656866,1,196.96833483645747,196.96833483645747,1,252.80612084669477,252.80612084669477,1,301.23707289938739,301.23707289938739
TRANSFORMER_BRES_COND,ATU5,293,5.5383521892462735,6.6469539925140575,19.310059482398309,1,209.42528739868271,209.42528739868271,1,268.79444636836911,268.79444636836911,1,320.2883378156842,320.2883378156842
TRANSFORMER_BRES_COND,MJ3,293,11.936891338898093,16.488313314109192,20.514613629871519,1,210.66579437950031,210.66579437950031,1,270.38661984114651,270.38661984114651,1,322.18552952481377,322.18552952481377
TRANSFORMER_BRES_COND,MJ1,293,5.9387738088495015,6.4975194208905505,18.636066772415724,1,202.05399596712363,202.05399596712363,1,259.33349624158762,259.33349624158762,1,309.01492040991275,309.01492040991275
CNN_MAMBA_DIRECT_COND,ATU1,293,24.694029054421684,29.763502599030009,21.052312851347054,1,177.18502850411571,177.18502850411571,1,227.41452206228203,227.41452206228203,1,270.98111679977012,270.98111679977012
CNN_MAMBA_DIRECT_COND,ATU5,293,46.120122526545856,48.999201589632669,34.380335799833141,1,284.90563648818716,284.90563648818716,1,365.6724256096295,365.6724256096295,1,435.7255700998744,435.7255700998744
CNN_MAMBA_DIRECT_COND,MJ3,293,35.828926392389398,39.065893314989736,24.792950143488042,0.53583617747440271,62.366019139893069,147.39603659545614,0.66211604095563137,80.04591897727127,182.27610320886959,0.74402730375426618,95.380595412391344,208.15476855717395
CNN_MAMBA_DIRECT_COND,MJ1,293,38.356862193608343,40.611879216941311,24.951844948690844,1,169.10297406643681,169.10297406643681,1,217.04131749334533,217.04131749334533,1,258.62068118030191,258.62068118030191
CNN_MAMBA_BRES_COND,ATU1,293,7.9767846522988535,10.62737746701765,19.03901130808384,1,202.60822965279019,202.60822965279019,1,260.04484747594864,260.04484747594864,1,309.86254768620074,309.86254768620074
CNN_MAMBA_BRES_COND,ATU5,293,11.483569322923605,12.398621538401034,20.189504193834392,1,213.37315080456435,213.37315080456435,1,273.86147419343683,273.86147419343683,1,326.32607386895324,326.32607386895324
CNN_MAMBA_BRES_COND,MJ3,293,9.2262050340372905,12.255235998234539,18.468190569125639,1,193.93581033607734,193.93581033607734,1,248.91391778801423,248.91391778801423,1,296.59922689866522,296.59922689866522
CNN_MAMBA_BRES_COND,MJ1,293,5.3087403597412104,6.221222735264349,18.265253610109404,1,198.13965984514263,198.13965984514263,1,254.30950021953794,254.30950021953794,1,303.02845991254924,303.02845991254924
