phase,model,point,horizon,n,crps,coverage90,width90,interval_score90,mae,rmse,pooled_rmse
development,C16_FAST_PHYS,ATU1,30,347,0.41608179772,0.867435158501,2.3545337473,3.82086231028,0.561600324593,0.761347756014,0.761347756014
development,C16_FAST_PHYS,ATU5,30,347,0.324093875047,0.902017291066,2.61669546071,3.22654885603,0.40024029275,0.510977098617,0.510977098617
development,C16_FAST_PHYS,MJ3,30,347,0.294115545942,0.815561959654,2.13499325174,3.14408831478,0.324863990738,0.427363727767,0.427363727767
development,C16_FAST_PHYS,MJ1,30,347,0.345800401513,0.864553314121,2.39383911473,3.45238742094,0.420089937337,0.596398611266,0.596398611266
development,C16_FAST_CORE,ATU1,30,347,0.356559963724,0.896253602305,2.3545337473,3.2216465652,0.487070633867,0.609896610779,0.609896610779
development,C16_FAST_CORE,ATU5,30,347,0.314780947631,0.904899135447,2.61669546071,3.19842197568,0.381785416134,0.492231951388,0.492231951388
development,C16_FAST_CORE,MJ3,30,347,0.263984561774,0.873198847262,2.13499325174,2.74546681145,0.279700555911,0.378087969857,0.378087969857
development,C16_FAST_CORE,MJ1,30,347,0.336012258367,0.870317002882,2.39383911473,3.33156524049,0.397248278638,0.575653053732,0.575653053732
development,B_ANCHOR,ATU1,30,347,4.63812687176,1,41.9956921833,41.9956921833,5.33662388716,7.42004945046,7.42004945046
development,B_ANCHOR,ATU5,30,347,6.20708882856,0.92507204611,63.0546646769,67.9656083988,5.6842389957,9.17556187161,9.17556187161
development,B_ANCHOR,MJ3,30,347,7.32705530045,0.829971181556,34.62170764,102.008088701,8.21518458524,14.0171518023,14.0171518023
development,B_ANCHOR,MJ1,30,347,5.30920973893,0.815561959654,23.5236808016,60.3854886188,7.106429535,9.4767221235,9.4767221235
development,DRIFT1,ATU1,30,347,3.19528470609,1,43.4420615591,43.4420615591,1.2827751578,1.61096539217,1.61096539217
development,DRIFT1,ATU5,30,347,2.44040883043,1,33.2530718098,33.2530718098,0.911285953935,1.18083816516,1.18083816516
development,DRIFT1,MJ3,30,347,0.647939466706,0.988472622478,6.24931260999,6.25498340203,0.739241749289,0.982369128505,0.982369128505
development,DRIFT1,MJ1,30,347,0.835692681216,0.847262247839,6.14147751359,9.17294589839,0.918386054332,1.33745158104,1.33745158104
development,C8_ONLINE_DATA,ATU1,30,347,0.375089394918,0.893371757925,2.3545337473,3.37742485839,0.514944311428,0.636057603549,0.636057603549
development,C8_ONLINE_DATA,ATU5,30,347,0.348041810161,0.887608069164,2.61669546071,3.47593972406,0.446990711858,0.56323141129,0.56323141129
development,C8_ONLINE_DATA,MJ3,30,347,0.277249875129,0.838616714697,2.13499325174,2.86148217666,0.298771031324,0.398137428022,0.398137428022
development,C8_ONLINE_DATA,MJ1,30,347,0.353525703303,0.867435158501,2.39383911473,3.46075535029,0.425169655015,0.608088556879,0.608088556879
development,C16_FAST_TREND,ATU1,30,347,0.384831999426,0.902017291066,2.3545337473,3.20440474128,0.54553805756,0.685632030729,0.685632030729
development,C16_FAST_TREND,ATU5,30,347,0.330811475997,0.899135446686,2.61669546071,3.19691138612,0.403886440962,0.524629492612,0.524629492612
development,C16_FAST_TREND,MJ3,30,347,0.262555418451,0.873198847262,2.13499325174,2.71855334191,0.277505764853,0.377498983273,0.377498983273
development,C16_FAST_TREND,MJ1,30,347,0.338635000787,0.876080691643,2.39383911473,3.23740339261,0.417230665797,0.580778090749,0.580778090749
later_exploratory,C16_FAST_PHYS,ATU1,30,264,1.35226549367,0.810606060606,9.91561968672,14.6598090275,1.60671627402,2.73501440909,2.73501440909
later_exploratory,C16_FAST_PHYS,ATU5,30,264,0.739362721208,0.859848484848,3.27840901772,6.66733535365,0.992400687472,1.76936381559,1.76936381559
later_exploratory,C16_FAST_PHYS,MJ3,30,264,0.385974700771,0.844696969697,2.88136639422,4.76544068124,0.405118281,0.566446876821,0.566446876821
later_exploratory,C16_FAST_PHYS,MJ1,30,264,0.294817492171,0.859848484848,1.87843036788,3.08252661682,0.359335249945,0.501659645726,0.501659645726
later_exploratory,C16_FAST_CORE,ATU1,30,264,1.36614085322,0.810606060606,9.91561968672,14.5755022806,1.65369001737,2.81339366264,2.81339366264
